lncRNA,miRNA,gene,immune_cell,algo,r_lnc,p_lnc,r_miR,p_miR,r_gene,p_gene,cancer
NR2F1-AS1,MIR25,OSMR,immune.score,XCELL,0.212159577,1.03E-05,-0.279103765,4.81E-09,0.405849995,2.77E-18,BLCA
NR2F1-AS1,MIR25,OSMR,stroma.score,XCELL,0.417815352,2.19E-19,-0.277267729,6.12E-09,0.210952389,1.16E-05,BLCA
NR2F1-AS1,MIR25,OSMR,microenvironment.score,XCELL,0.364123651,9.03E-15,-0.342395516,3.92E-13,0.423627112,6.15E-20,BLCA
NR2F1-AS1,MIR25,OSMR,B.cell,EPIC,0.152256473,0.001644053,-0.141583429,0.003444909,0.095830767,0.048344308,BLCA
NR2F1-AS1,MIR25,OSMR,Cancer.associated.fibroblast,EPIC,0.46074669,1.01E-23,-0.331257731,2.42E-12,0.45391443,5.44E-23,BLCA
NR2F1-AS1,MIR25,OSMR,Macrophage,EPIC,0.276367681,6.88E-09,-0.26952278,1.65E-08,0.465218615,3.27E-24,BLCA
NR2F1-AS1,MIR25,PDGFRL,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.190704799,7.61E-05,BLCA
NR2F1-AS1,MIR25,PDGFRL,Neutrophil,TIMER,0.368302265,4.23E-15,-0.340648396,5.24E-13,0.256896094,7.84E-08,BLCA
NR2F1-AS1,MIR25,PDGFRL,Macrophage,TIMER,0.356697854,3.38E-14,-0.186212173,0.000112748,0.421051412,1.08E-19,BLCA
NR2F1-AS1,MIR25,PDGFRL,Myeloid.dendritic.cell,TIMER,0.355219066,4.38E-14,-0.349458954,1.19E-13,0.339941067,5.89E-13,BLCA
NR2F1-AS1,MIR25,PDGFRL,Neutrophil,CIBERSORT,0.111121613,0.021952785,-0.189613922,8.38E-05,0.11264932,0.020185397,BLCA
NR2F1-AS1,MIR25,PDGFRL,T.cell.CD8.,CIBERSORT.ABS,0.182321598,0.000157264,-0.169052463,0.000465145,0.22986188,1.68E-06,BLCA
NR2F1-AS1,MIR25,PDGFRL,Neutrophil,CIBERSORT.ABS,0.152561612,0.001608508,-0.206535804,1.77E-05,0.146781715,0.002417212,BLCA
NR2F1-AS1,MIR25,PDGFRL,NK.cell,QUANTISEQ,-0.133826141,0.005723579,0.175112456,0.000286211,0.109951469,0.023395799,BLCA
NR2F1-AS1,MIR25,PDGFRL,T.cell.CD8.,QUANTISEQ,0.195098363,5.14E-05,-0.167328899,0.000532472,0.192081167,6.74E-05,BLCA
NR2F1-AS1,MIR25,PDGFRL,T.cell.regulatory..Tregs.,QUANTISEQ,0.296912546,4.26E-10,-0.237406468,7.39E-07,0.395839569,2.15E-17,BLCA
NR2F1-AS1,MIR25,PDGFRL,T.cell.CD8.,MCPCOUNTER,0.228305216,1.98E-06,-0.146872804,0.002402009,0.165772329,0.000600944,BLCA
NR2F1-AS1,MIR25,PDGFRL,cytotoxicity.score,MCPCOUNTER,0.225071448,2.78E-06,-0.258978779,6.10E-08,0.161727814,0.000818859,BLCA
NR2F1-AS1,MIR25,PDGFRL,NK.cell,MCPCOUNTER,0.287804196,1.50E-09,-0.141804545,0.003394167,0.169110691,0.000463015,BLCA
NR2F1-AS1,MIR25,PDGFRL,B.cell,MCPCOUNTER,0.209541827,1.33E-05,-0.186298708,0.000111908,0.394639915,2.73E-17,BLCA
NR2F1-AS1,MIR25,PDGFRL,Monocyte,MCPCOUNTER,0.316402869,2.46E-11,-0.321509872,1.12E-11,0.282569758,3.04E-09,BLCA
NR2F1-AS1,MIR25,PDGFRL,Myeloid.dendritic.cell,MCPCOUNTER,0.387298615,1.17E-16,-0.312997809,4.11E-11,0.316487002,2.43E-11,BLCA
NR2F1-AS1,MIR25,PDGFRL,Endothelial.cell,MCPCOUNTER,0.350485513,9.95E-14,-0.179221045,0.000204034,0.259016429,6.07E-08,BLCA
NR2F1-AS1,MIR25,PDGFRL,Cancer.associated.fibroblast,MCPCOUNTER,0.578432641,2.56E-39,-0.387320265,1.16E-16,0.637275484,8.32E-50,BLCA
NR2F1-AS1,MIR25,PDGFRL,Myeloid.dendritic.cell,XCELL,0.190801139,7.55E-05,-0.279514876,4.56E-09,0.286244772,1.86E-09,BLCA
NR2F1-AS1,MIR25,PDGFRL,Endothelial.cell,XCELL,0.259413627,5.78E-08,-0.229164388,1.81E-06,0.21445031,8.20E-06,BLCA
NR2F1-AS1,MIR25,PDGFRL,Cancer.associated.fibroblast,XCELL,0.457260803,2.39E-23,-0.247936543,2.25E-07,0.54921961,7.39E-35,BLCA
NR2F1-AS1,MIR25,PDGFRL,Macrophage,XCELL,0.230592396,1.55E-06,-0.314693609,3.18E-11,0.332643051,1.94E-12,BLCA
NR2F1-AS1,MIR25,PDGFRL,Monocyte,XCELL,0.288905102,1.29E-09,-0.363577306,9.96E-15,0.313698618,3.70E-11,BLCA
NR2F1-AS1,MIR25,PDGFRL,immune.score,XCELL,0.212159577,1.03E-05,-0.279103765,4.81E-09,0.276900158,6.42E-09,BLCA
NR2F1-AS1,MIR25,PDGFRL,stroma.score,XCELL,0.417815352,2.19E-19,-0.277267729,6.12E-09,0.508901732,2.23E-29,BLCA
NR2F1-AS1,MIR25,PDGFRL,microenvironment.score,XCELL,0.364123651,9.03E-15,-0.342395516,3.92E-13,0.43306592,7.41E-21,BLCA
NR2F1-AS1,MIR25,PDGFRL,B.cell,EPIC,0.152256473,0.001644053,-0.141583429,0.003444909,0.228196996,2.00E-06,BLCA
NR2F1-AS1,MIR25,PDGFRL,Cancer.associated.fibroblast,EPIC,0.46074669,1.01E-23,-0.331257731,2.42E-12,0.65736787,6.20E-54,BLCA
NR2F1-AS1,MIR25,PDGFRL,Endothelial.cell,EPIC,0.242546483,4.16E-07,-0.134333735,0.005540789,0.226285035,2.45E-06,BLCA
NR2F1-AS1,MIR25,PDGFRL,Macrophage,EPIC,0.276367681,6.88E-09,-0.26952278,1.65E-08,0.440108174,1.46E-21,BLCA
NR2F1-AS1,MIR25,TLR3,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.208224815,1.51E-05,BLCA
NR2F1-AS1,MIR25,TLR3,Neutrophil,TIMER,0.368302265,4.23E-15,-0.340648396,5.24E-13,0.436161872,3.65E-21,BLCA
NR2F1-AS1,MIR25,TLR3,Myeloid.dendritic.cell,TIMER,0.355219066,4.38E-14,-0.349458954,1.19E-13,0.338581011,7.37E-13,BLCA
NR2F1-AS1,MIR25,TLR3,T.cell.regulatory..Tregs.,CIBERSORT,-0.149481647,0.002001933,0.23028583,1.60E-06,-0.149853484,0.001950159,BLCA
NR2F1-AS1,MIR25,TLR3,Neutrophil,CIBERSORT,0.111121613,0.021952785,-0.189613922,8.38E-05,0.143696916,0.002986865,BLCA
NR2F1-AS1,MIR25,TLR3,T.cell.CD8.,CIBERSORT.ABS,0.182321598,0.000157264,-0.169052463,0.000465145,0.263311093,3.59E-08,BLCA
NR2F1-AS1,MIR25,TLR3,Neutrophil,CIBERSORT.ABS,0.152561612,0.001608508,-0.206535804,1.77E-05,0.169712876,0.000441513,BLCA
NR2F1-AS1,MIR25,TLR3,NK.cell,QUANTISEQ,-0.133826141,0.005723579,0.175112456,0.000286211,-0.114795632,0.01791192,BLCA
NR2F1-AS1,MIR25,TLR3,T.cell.CD8.,QUANTISEQ,0.195098363,5.14E-05,-0.167328899,0.000532472,0.226803024,2.32E-06,BLCA
NR2F1-AS1,MIR25,TLR3,T.cell.regulatory..Tregs.,QUANTISEQ,0.296912546,4.26E-10,-0.237406468,7.39E-07,0.251582451,1.47E-07,BLCA
NR2F1-AS1,MIR25,TLR3,T.cell.CD8.,MCPCOUNTER,0.228305216,1.98E-06,-0.146872804,0.002402009,0.259844746,5.49E-08,BLCA
NR2F1-AS1,MIR25,TLR3,cytotoxicity.score,MCPCOUNTER,0.225071448,2.78E-06,-0.258978779,6.10E-08,0.30487347,1.36E-10,BLCA
NR2F1-AS1,MIR25,TLR3,NK.cell,MCPCOUNTER,0.287804196,1.50E-09,-0.141804545,0.003394167,0.320754417,1.26E-11,BLCA
NR2F1-AS1,MIR25,TLR3,B.cell,MCPCOUNTER,0.209541827,1.33E-05,-0.186298708,0.000111908,0.125317024,0.009707724,BLCA
NR2F1-AS1,MIR25,TLR3,Monocyte,MCPCOUNTER,0.316402869,2.46E-11,-0.321509872,1.12E-11,0.268911861,1.79E-08,BLCA
NR2F1-AS1,MIR25,TLR3,Myeloid.dendritic.cell,MCPCOUNTER,0.387298615,1.17E-16,-0.312997809,4.11E-11,0.269891602,1.58E-08,BLCA
NR2F1-AS1,MIR25,TLR3,Myeloid.dendritic.cell,XCELL,0.190801139,7.55E-05,-0.279514876,4.56E-09,0.101423849,0.036605169,BLCA
NR2F1-AS1,MIR25,TLR3,Endothelial.cell,XCELL,0.259413627,5.78E-08,-0.229164388,1.81E-06,-0.147347921,0.002324114,BLCA
NR2F1-AS1,MIR25,TLR3,Eosinophil,XCELL,-0.164818176,0.000646863,0.11231491,0.020561323,-0.190729246,7.60E-05,BLCA
NR2F1-AS1,MIR25,TLR3,Macrophage,XCELL,0.230592396,1.55E-06,-0.314693609,3.18E-11,0.154196198,0.001429814,BLCA
NR2F1-AS1,MIR25,TLR3,Monocyte,XCELL,0.288905102,1.29E-09,-0.363577306,9.96E-15,0.174906933,0.000291041,BLCA
NR2F1-AS1,MIR25,TLR3,immune.score,XCELL,0.212159577,1.03E-05,-0.279103765,4.81E-09,0.177006932,0.000245084,BLCA
NR2F1-AS1,MIR25,TLR3,microenvironment.score,XCELL,0.364123651,9.03E-15,-0.342395516,3.92E-13,0.121087685,0.012484937,BLCA
NR2F1-AS1,MIR25,UBR1,T.cell.CD8.,TIMER,0.339083584,6.78E-13,-0.396191092,2.00E-17,0.316224853,2.52E-11,BLCA
NR2F1-AS1,MIR25,UBR1,Neutrophil,TIMER,0.368302265,4.23E-15,-0.340648396,5.24E-13,0.322080565,1.03E-11,BLCA
NR2F1-AS1,MIR25,UBR1,Macrophage,TIMER,0.356697854,3.38E-14,-0.186212173,0.000112748,0.310078027,6.35E-11,BLCA
NR2F1-AS1,MIR25,UBR1,Myeloid.dendritic.cell,TIMER,0.355219066,4.38E-14,-0.349458954,1.19E-13,0.252036479,1.40E-07,BLCA
NR2F1-AS1,MIR25,UBR1,T.cell.regulatory..Tregs.,CIBERSORT,-0.149481647,0.002001933,0.23028583,1.60E-06,-0.148507724,0.002143553,BLCA
NR2F1-AS1,MIR25,UBR1,Neutrophil,CIBERSORT,0.111121613,0.021952785,-0.189613922,8.38E-05,0.105931476,0.028995433,BLCA
NR2F1-AS1,MIR25,UBR1,Neutrophil,CIBERSORT.ABS,0.152561612,0.001608508,-0.206535804,1.77E-05,0.115059778,0.01764819,BLCA
NR2F1-AS1,MIR25,UBR1,T.cell.regulatory..Tregs.,QUANTISEQ,0.296912546,4.26E-10,-0.237406468,7.39E-07,0.203267837,2.42E-05,BLCA
NR2F1-AS1,MIR25,UBR1,T.cell.CD8.,MCPCOUNTER,0.228305216,1.98E-06,-0.146872804,0.002402009,0.108057813,0.025904909,BLCA
NR2F1-AS1,MIR25,UBR1,NK.cell,MCPCOUNTER,0.287804196,1.50E-09,-0.141804545,0.003394167,0.107733977,0.026356434,BLCA
NR2F1-AS1,MIR25,UBR1,B.cell,MCPCOUNTER,0.209541827,1.33E-05,-0.186298708,0.000111908,0.097636042,0.044251664,BLCA
NR2F1-AS1,MIR25,UBR1,Monocyte,MCPCOUNTER,0.316402869,2.46E-11,-0.321509872,1.12E-11,0.19298089,6.22E-05,BLCA
NR2F1-AS1,MIR25,UBR1,Myeloid.dendritic.cell,MCPCOUNTER,0.387298615,1.17E-16,-0.312997809,4.11E-11,0.189113512,8.76E-05,BLCA
NR2F1-AS1,MIR25,UBR1,Endothelial.cell,MCPCOUNTER,0.350485513,9.95E-14,-0.179221045,0.000204034,0.362913678,1.12E-14,BLCA
NR2F1-AS1,MIR25,UBR1,Cancer.associated.fibroblast,MCPCOUNTER,0.578432641,2.56E-39,-0.387320265,1.16E-16,0.174772326,0.000294246,BLCA
NR2F1-AS1,MIR25,UBR1,Eosinophil,XCELL,-0.164818176,0.000646863,0.11231491,0.020561323,-0.095254177,0.049716421,BLCA
NR2F1-AS1,MIR25,UBR1,Cancer.associated.fibroblast,XCELL,0.457260803,2.39E-23,-0.247936543,2.25E-07,0.108578641,0.025192695,BLCA
NR2F1-AS1,MIR25,UBR1,B.cell,EPIC,0.152256473,0.001644053,-0.141583429,0.003444909,0.134115229,0.005618822,BLCA
NR2F1-AS1,MIR25,UBR1,Cancer.associated.fibroblast,EPIC,0.46074669,1.01E-23,-0.331257731,2.42E-12,0.159107023,0.000996881,BLCA
NR2F1-AS1,MIR25,UBR1,Endothelial.cell,EPIC,0.242546483,4.16E-07,-0.134333735,0.005540789,0.109970303,0.023371937,BLCA
SENCR,MIR210,BTK,T.cell.CD8.,TIMER,0.337521831,8.77E-13,-0.255750431,8.99E-08,0.441639209,1.02E-21,BLCA
SENCR,MIR210,BTK,Neutrophil,TIMER,0.514868347,3.82E-30,-0.154708791,0.001377651,0.741318097,2.91E-75,BLCA
SENCR,MIR210,BTK,Macrophage,TIMER,0.220492767,4.46E-06,-0.240515528,5.23E-07,0.419075147,1.67E-19,BLCA
SENCR,MIR210,BTK,Myeloid.dendritic.cell,TIMER,0.5517271,3.19E-35,-0.196637679,4.47E-05,0.781531319,1.04E-88,BLCA
SENCR,MIR210,BTK,T.cell.CD8.,CIBERSORT.ABS,0.429597469,1.63E-20,-0.185806363,0.000116767,0.652423621,6.88E-53,BLCA
SENCR,MIR210,BTK,Monocyte,CIBERSORT.ABS,0.288106454,1.44E-09,-0.098436827,0.0425318,0.258078353,6.80E-08,BLCA
SENCR,MIR210,BTK,B.cell,QUANTISEQ,0.268645245,1.85E-08,-0.201277389,2.91E-05,0.493020288,2.06E-27,BLCA
SENCR,MIR210,BTK,T.cell.CD8.,QUANTISEQ,0.384673878,1.94E-16,-0.137928996,0.004389383,0.578664484,2.35E-39,BLCA
SENCR,MIR210,BTK,T.cell.regulatory..Tregs.,QUANTISEQ,0.414565105,4.41E-19,-0.192268345,6.63E-05,0.667697085,3.51E-56,BLCA
SENCR,MIR210,BTK,T.cell.CD8.,MCPCOUNTER,0.432980405,7.56E-21,-0.135293283,0.005209526,0.597584155,1.70E-42,BLCA
SENCR,MIR210,BTK,cytotoxicity.score,MCPCOUNTER,0.455189788,3.98E-23,-0.152115976,0.00166066,0.690673743,1.61E-61,BLCA
SENCR,MIR210,BTK,NK.cell,MCPCOUNTER,0.38686043,1.27E-16,-0.14327401,0.003073826,0.633708086,4.18E-49,BLCA
SENCR,MIR210,BTK,B.cell,MCPCOUNTER,0.283815478,2.57E-09,-0.261572956,4.45E-08,0.594412624,5.92E-42,BLCA
SENCR,MIR210,BTK,Monocyte,MCPCOUNTER,0.444371521,5.38E-22,-0.165711319,0.000603787,0.700823654,4.84E-64,BLCA
SENCR,MIR210,BTK,Myeloid.dendritic.cell,MCPCOUNTER,0.474749599,2.82E-25,-0.233283976,1.16E-06,0.767620953,9.46E-84,BLCA
SENCR,MIR210,BTK,Endothelial.cell,MCPCOUNTER,0.331455372,2.35E-12,-0.218827964,5.28E-06,0.279800222,4.39E-09,BLCA
SENCR,MIR210,BTK,Cancer.associated.fibroblast,MCPCOUNTER,0.52532012,1.60E-31,-0.33672763,9.99E-13,0.678348314,1.35E-58,BLCA
SENCR,MIR210,BTK,B.cell,XCELL,0.278388268,5.28E-09,-0.151834252,0.001694425,0.640094925,2.29E-50,BLCA
SENCR,MIR210,BTK,Myeloid.dendritic.cell,XCELL,0.476141002,1.96E-25,-0.327210243,4.61E-12,0.774643616,3.29E-86,BLCA
SENCR,MIR210,BTK,Endothelial.cell,XCELL,0.46874788,1.33E-24,-0.35902531,2.24E-14,0.294811734,5.72E-10,BLCA
SENCR,MIR210,BTK,Cancer.associated.fibroblast,XCELL,0.427351647,2.69E-20,-0.27646084,6.79E-09,0.484864314,1.92E-26,BLCA
SENCR,MIR210,BTK,Macrophage,XCELL,0.465950225,2.72E-24,-0.270230009,1.51E-08,0.754422458,2.34E-79,BLCA
SENCR,MIR210,BTK,Monocyte,XCELL,0.548111898,1.07E-34,-0.253816759,1.13E-07,0.753751423,3.85E-79,BLCA
SENCR,MIR210,BTK,immune.score,XCELL,0.520745544,6.51E-31,-0.284532274,2.34E-09,0.864620531,1.60E-128,BLCA
SENCR,MIR210,BTK,stroma.score,XCELL,0.537030408,4.02E-33,-0.382506573,2.95E-16,0.497498748,5.88E-28,BLCA
SENCR,MIR210,BTK,microenvironment.score,XCELL,0.634613531,2.78E-49,-0.381125194,3.85E-16,0.877933751,2.20E-137,BLCA
SENCR,MIR210,BTK,B.cell,EPIC,0.267095471,2.24E-08,-0.260851072,4.86E-08,0.511321224,1.09E-29,BLCA
SENCR,MIR210,BTK,Cancer.associated.fibroblast,EPIC,0.402338623,5.73E-18,-0.316783042,2.32E-11,0.586114802,1.44E-40,BLCA
SENCR,MIR210,BTK,T.cell.CD4.,EPIC,-0.194159413,5.59E-05,0.135300937,0.005206957,-0.288284066,1.41E-09,BLCA
SENCR,MIR210,BTK,Endothelial.cell,EPIC,0.304450543,1.45E-10,-0.259081254,6.02E-08,0.239513842,5.85E-07,BLCA
SENCR,MIR210,BTK,Macrophage,EPIC,0.527419275,8.37E-32,-0.338114929,7.96E-13,0.838702068,1.05E-113,BLCA
SENCR,MIR210,BTK,NK.cell,EPIC,0.341225039,4.76E-13,-0.193431925,5.97E-05,0.505612543,5.80E-29,BLCA
TBX5-AS1,MIR25,BMPR1A,T.cell.CD8.,TIMER,0.156069541,0.001247545,-0.396191092,2.00E-17,0.267152106,2.23E-08,BLCA
TBX5-AS1,MIR25,BMPR1A,Neutrophil,TIMER,0.234120839,1.06E-06,-0.340648396,5.24E-13,0.109809601,0.023576204,BLCA
TBX5-AS1,MIR25,BMPR1A,Macrophage,TIMER,0.296747429,4.36E-10,-0.186212173,0.000112748,0.306518906,1.07E-10,BLCA
TBX5-AS1,MIR25,BMPR1A,Myeloid.dendritic.cell,TIMER,0.272026343,1.20E-08,-0.349458954,1.19E-13,0.129449125,0.007538856,BLCA
TBX5-AS1,MIR25,BMPR1A,Myeloid.dendritic.cell,MCPCOUNTER,0.369320329,3.51E-15,-0.312997809,4.11E-11,0.112435635,0.020424915,BLCA
TBX5-AS1,MIR25,BMPR1A,Endothelial.cell,MCPCOUNTER,0.32750728,4.40E-12,-0.179221045,0.000204034,0.294933485,5.62E-10,BLCA
TBX5-AS1,MIR25,BMPR1A,Cancer.associated.fibroblast,MCPCOUNTER,0.66477592,1.55E-55,-0.387320265,1.16E-16,0.190445358,7.79E-05,BLCA
TBX5-AS1,MIR25,BMPR1A,Myeloid.dendritic.cell,XCELL,0.27894677,4.91E-09,-0.279514876,4.56E-09,-0.127014796,0.008757199,BLCA
TBX5-AS1,MIR25,BMPR1A,Cancer.associated.fibroblast,XCELL,0.570639572,4.39E-38,-0.247936543,2.25E-07,0.127674886,0.008410615,BLCA
TBX5-AS1,MIR25,BMPR1A,Monocyte,XCELL,0.311879941,4.85E-11,-0.363577306,9.96E-15,-0.104368835,0.031463595,BLCA
TBX5-AS1,MIR25,BMPR1A,immune.score,XCELL,0.281716026,3.41E-09,-0.279103765,4.81E-09,-0.100540245,0.038280543,BLCA
TBX5-AS1,MIR25,BMPR1A,Cancer.associated.fibroblast,EPIC,0.656978494,7.51E-54,-0.331257731,2.42E-12,0.179922621,0.000192433,BLCA
TBX5-AS1,MIR25,BMPR1A,T.cell.CD4.,EPIC,-0.174877818,0.000291731,0.103212746,0.033403252,0.158603273,0.001034946,BLCA
TBX5-AS1,MIR25,BMPR1A,Endothelial.cell,EPIC,0.310393635,6.06E-11,-0.134333735,0.005540789,0.099092714,0.041165424,BLCA
TBX5-AS1,MIR25,BMPR1A,NK.cell,EPIC,0.19001854,8.09E-05,-0.170259715,0.000422796,-0.193321192,6.03E-05,BLCA
TBX5-AS1,MIR25,C3,T.cell.CD8.,TIMER,0.156069541,0.001247545,-0.396191092,2.00E-17,0.285115911,2.16E-09,BLCA
TBX5-AS1,MIR25,C3,Neutrophil,TIMER,0.234120839,1.06E-06,-0.340648396,5.24E-13,0.613581154,2.57E-45,BLCA
TBX5-AS1,MIR25,C3,Macrophage,TIMER,0.296747429,4.36E-10,-0.186212173,0.000112748,0.291072535,9.60E-10,BLCA
TBX5-AS1,MIR25,C3,Myeloid.dendritic.cell,TIMER,0.272026343,1.20E-08,-0.349458954,1.19E-13,0.6092284,1.56E-44,BLCA
TBX5-AS1,MIR25,C3,T.cell.CD8.,CIBERSORT.ABS,0.231281441,1.44E-06,-0.169052463,0.000465145,0.485841747,1.47E-26,BLCA
TBX5-AS1,MIR25,C3,T.cell.CD8.,QUANTISEQ,0.209936189,1.28E-05,-0.167328899,0.000532472,0.395242539,2.42E-17,BLCA
TBX5-AS1,MIR25,C3,T.cell.regulatory..Tregs.,QUANTISEQ,0.344620848,2.70E-13,-0.237406468,7.39E-07,0.514779607,3.93E-30,BLCA
TBX5-AS1,MIR25,C3,T.cell.CD8.,MCPCOUNTER,0.249643116,1.85E-07,-0.146872804,0.002402009,0.417991812,2.11E-19,BLCA
TBX5-AS1,MIR25,C3,cytotoxicity.score,MCPCOUNTER,0.131684794,0.006555796,-0.258978779,6.10E-08,0.423636492,6.14E-20,BLCA
TBX5-AS1,MIR25,C3,NK.cell,MCPCOUNTER,0.136124085,0.00493723,-0.141804545,0.003394167,0.38203858,3.23E-16,BLCA
TBX5-AS1,MIR25,C3,B.cell,MCPCOUNTER,0.408733292,1.52E-18,-0.186298708,0.000111908,0.473951478,3.47E-25,BLCA
TBX5-AS1,MIR25,C3,Monocyte,MCPCOUNTER,0.196565117,4.50E-05,-0.321509872,1.12E-11,0.5156832,3.00E-30,BLCA
TBX5-AS1,MIR25,C3,Myeloid.dendritic.cell,MCPCOUNTER,0.369320329,3.51E-15,-0.312997809,4.11E-11,0.547278298,1.41E-34,BLCA
TBX5-AS1,MIR25,C3,Endothelial.cell,MCPCOUNTER,0.32750728,4.40E-12,-0.179221045,0.000204034,0.277335355,6.06E-09,BLCA
TBX5-AS1,MIR25,C3,Cancer.associated.fibroblast,MCPCOUNTER,0.66477592,1.55E-55,-0.387320265,1.16E-16,0.54446124,3.59E-34,BLCA
TBX5-AS1,MIR25,C3,Myeloid.dendritic.cell,XCELL,0.27894677,4.91E-09,-0.279514876,4.56E-09,0.527692634,7.69E-32,BLCA
TBX5-AS1,MIR25,C3,Endothelial.cell,XCELL,0.269374029,1.69E-08,-0.229164388,1.81E-06,0.244431053,3.36E-07,BLCA
TBX5-AS1,MIR25,C3,Cancer.associated.fibroblast,XCELL,0.570639572,4.39E-38,-0.247936543,2.25E-07,0.500950825,2.21E-28,BLCA
TBX5-AS1,MIR25,C3,Macrophage,XCELL,0.21332484,9.16E-06,-0.314693609,3.18E-11,0.484768238,1.97E-26,BLCA
TBX5-AS1,MIR25,C3,Monocyte,XCELL,0.311879941,4.85E-11,-0.363577306,9.96E-15,0.596483358,2.63E-42,BLCA
TBX5-AS1,MIR25,C3,immune.score,XCELL,0.281716026,3.41E-09,-0.279103765,4.81E-09,0.595641619,3.66E-42,BLCA
TBX5-AS1,MIR25,C3,stroma.score,XCELL,0.546022069,2.14E-34,-0.277267729,6.12E-09,0.439183708,1.81E-21,BLCA
TBX5-AS1,MIR25,C3,microenvironment.score,XCELL,0.448663072,1.94E-22,-0.342395516,3.92E-13,0.642784699,6.59E-51,BLCA
TBX5-AS1,MIR25,C3,B.cell,EPIC,0.298041549,3.63E-10,-0.141583429,0.003444909,0.395541417,2.28E-17,BLCA
TBX5-AS1,MIR25,C3,Cancer.associated.fibroblast,EPIC,0.656978494,7.51E-54,-0.331257731,2.42E-12,0.434197058,5.73E-21,BLCA
TBX5-AS1,MIR25,C3,T.cell.CD4.,EPIC,-0.174877818,0.000291731,0.103212746,0.033403252,-0.197038971,4.31E-05,BLCA
TBX5-AS1,MIR25,C3,Endothelial.cell,EPIC,0.310393635,6.06E-11,-0.134333735,0.005540789,0.272765941,1.09E-08,BLCA
TBX5-AS1,MIR25,C3,Macrophage,EPIC,0.302280664,1.98E-10,-0.26952278,1.65E-08,0.527788998,7.46E-32,BLCA
TBX5-AS1,MIR25,C3,NK.cell,EPIC,0.19001854,8.09E-05,-0.170259715,0.000422796,0.294367291,6.08E-10,BLCA
TBX5-AS1,MIR25,CCL26,T.cell.CD8.,TIMER,0.156069541,0.001247545,-0.396191092,2.00E-17,0.338178969,7.87E-13,BLCA
TBX5-AS1,MIR25,CCL26,Neutrophil,TIMER,0.234120839,1.06E-06,-0.340648396,5.24E-13,0.43713785,2.91E-21,BLCA
TBX5-AS1,MIR25,CCL26,Macrophage,TIMER,0.296747429,4.36E-10,-0.186212173,0.000112748,0.366016988,6.41E-15,BLCA
TBX5-AS1,MIR25,CCL26,Myeloid.dendritic.cell,TIMER,0.272026343,1.20E-08,-0.349458954,1.19E-13,0.522612012,3.69E-31,BLCA
TBX5-AS1,MIR25,CCL26,T.cell.CD8.,CIBERSORT.ABS,0.231281441,1.44E-06,-0.169052463,0.000465145,0.297179241,4.10E-10,BLCA
TBX5-AS1,MIR25,CCL26,T.cell.CD8.,QUANTISEQ,0.209936189,1.28E-05,-0.167328899,0.000532472,0.300506829,2.56E-10,BLCA
TBX5-AS1,MIR25,CCL26,T.cell.regulatory..Tregs.,QUANTISEQ,0.344620848,2.70E-13,-0.237406468,7.39E-07,0.345077215,2.50E-13,BLCA
TBX5-AS1,MIR25,CCL26,T.cell.CD8.,MCPCOUNTER,0.249643116,1.85E-07,-0.146872804,0.002402009,0.29307704,7.28E-10,BLCA
TBX5-AS1,MIR25,CCL26,cytotoxicity.score,MCPCOUNTER,0.131684794,0.006555796,-0.258978779,6.10E-08,0.416084783,3.18E-19,BLCA
TBX5-AS1,MIR25,CCL26,NK.cell,MCPCOUNTER,0.136124085,0.00493723,-0.141804545,0.003394167,0.39207103,4.56E-17,BLCA
TBX5-AS1,MIR25,CCL26,B.cell,MCPCOUNTER,0.408733292,1.52E-18,-0.186298708,0.000111908,0.215521148,7.37E-06,BLCA
TBX5-AS1,MIR25,CCL26,Monocyte,MCPCOUNTER,0.196565117,4.50E-05,-0.321509872,1.12E-11,0.433133407,7.30E-21,BLCA
TBX5-AS1,MIR25,CCL26,Myeloid.dendritic.cell,MCPCOUNTER,0.369320329,3.51E-15,-0.312997809,4.11E-11,0.41095532,9.51E-19,BLCA
TBX5-AS1,MIR25,CCL26,Endothelial.cell,MCPCOUNTER,0.32750728,4.40E-12,-0.179221045,0.000204034,0.129628467,0.007455395,BLCA
TBX5-AS1,MIR25,CCL26,Cancer.associated.fibroblast,MCPCOUNTER,0.66477592,1.55E-55,-0.387320265,1.16E-16,0.635754365,1.66E-49,BLCA
TBX5-AS1,MIR25,CCL26,Myeloid.dendritic.cell,XCELL,0.27894677,4.91E-09,-0.279514876,4.56E-09,0.4370037,3.01E-21,BLCA
TBX5-AS1,MIR25,CCL26,Endothelial.cell,XCELL,0.269374029,1.69E-08,-0.229164388,1.81E-06,0.151948422,0.001680666,BLCA
TBX5-AS1,MIR25,CCL26,Cancer.associated.fibroblast,XCELL,0.570639572,4.39E-38,-0.247936543,2.25E-07,0.413654576,5.36E-19,BLCA
TBX5-AS1,MIR25,CCL26,Macrophage,XCELL,0.21332484,9.16E-06,-0.314693609,3.18E-11,0.462422143,6.62E-24,BLCA
TBX5-AS1,MIR25,CCL26,Monocyte,XCELL,0.311879941,4.85E-11,-0.363577306,9.96E-15,0.483557557,2.73E-26,BLCA
