"","cancer","ceRNA","drug","train_database","method_DE","log2FC","DE_pvalue","method_scc","scc_r","scc_pvalue","fdr"
"6263","THYM","PPP1R26-AS1-MIR766-CALR","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.361660781130179,0.000308044705627746,"spearman",-0.399055489964581,6.34090573528937e-06,2.00791309292809e-05
"6264","THYM","PPP1R26-AS1-MIR766-CALR","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.421170971114505,3.44350270268879e-06,"spearman",-0.42803666921314,1.07911684530355e-06,3.99396956628915e-06
"6265","THYM","PPP1R26-AS1-MIR766-CALR","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",1.88643326707796,0.000113213679919333,"spearman",-0.537426210153483,2.47059310762285e-10,1.84928787219091e-09
"6266","THYM","PPP1R26-AS1-MIR766-CALR","CDK9_5038_1709","GDSC2","Wilcoxon rank-sum test",0.686236965412698,0.00036916172797397,"spearman",-0.391714702409889,9.6784485929705e-06,2.95079129000549e-05
"6267","THYM","PPP1R26-AS1-MIR766-CALR","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",4.08366886680053,1.69263949775694e-07,"spearman",-0.659941662615459,2.44416101270912e-16,6.88996260143746e-15
"6268","THYM","PPP1R26-AS1-MIR766-CALR","Docetaxel_1819","GDSC2","Wilcoxon rank-sum test",5.23904961207592,0.00412578225811844,"spearman",-0.345044794777415,0.000113649661219397,0.000282744712074459
"6269","THYM","PPP1R26-AS1-MIR766-CALR","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.16213662544285,1.07077684222026e-07,"spearman",-0.510775128667979,2.51723999276049e-09,1.55225155967454e-08
"6270","THYM","PPP1R26-AS1-MIR766-CALR","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",1.16479790308888,0.000487157063775275,"spearman",-0.479977776234461,2.90301118648024e-08,1.45662643284857e-07
"6271","THYM","PPP1R26-AS1-MIR766-NFAT5","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.400092019835843,0.0114969593682952,"spearman",-0.302902979373568,0.000771655454115248,0.00163283122795485
"6272","THYM","PPP1R26-AS1-MIR766-NFAT5","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.202729474985311,0.0393898676082896,"spearman",-0.325911521633447,0.000280673165691731,0.000647682327977115
"6273","THYM","PPP1R26-AS1-MIR766-NFAT5","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.441159142745152,0.0141379694559115,"spearman",-0.319445794846864,0.000376002216738518,0.000846612169685099
"6274","THYM","PPP1R26-AS1-MIR766-VEGFC","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.381653546645991,0.00749119018997488,"spearman",-0.304146121258421,0.000732121431086937,0.00155659743098333
"6275","THYM","PPP1R26-AS1-MIR766-VEGFC","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.10809765848038,0.000971096170162541,"spearman",-0.37338704076672,2.664548248292e-05,7.44819604463741e-05
"6276","THYM","PPP1R26-AS1-MIR766-VEGFC","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.39681634245411,0.00367110466931234,"spearman",-0.336113619001319,0.000174590048603214,0.000418879228011108
"6277","THYM","PPP1R26-AS1-MIR766-VEGFC","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.42314101622463,2.09964887815186e-05,"spearman",-0.421195916383082,1.66385551208685e-06,5.93159478777713e-06
"6278","THYM","PPP1R26-AS1-MIR766-VEGFC","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",1.47672909305875,0.00874936710166284,"spearman",-0.335210778526287,0.000182203169900106,0.000435650359676502
"6279","THYM","PPP1R26-AS1-MIR766-VEGFC","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",0.685638242439111,0.0016225098706062,"spearman",-0.326601337610054,0.000271947628744997,0.000629196277939506
"6280","THYM","PRKCZ-AS1-MIR766-C5AR2","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.456664919940641,0.00405784361977702,"spearman",-0.394082922425168,8.45344746485051e-06,2.60811877596022e-05
"6281","THYM","PRKCZ-AS1-MIR766-C5AR2","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.374145189844955,0.0095919279635253,"spearman",-0.315389957635947,0.00045020910246415,0.000998015809600568
"6282","THYM","PRKCZ-AS1-MIR766-C5AR2","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",0.595286689718965,0.0154248703053418,"spearman",-0.321043127995,0.00035001016472688,0.000793005928841668
"6283","THYM","PRKCZ-AS1-MIR766-C5AR2","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",0.956551414793475,0.00183903048822896,"spearman",-0.376394194041253,2.26597543031636e-05,6.41784397236161e-05
"6284","THYM","PRKCZ-AS1-MIR766-C5AR2","Gemcitabine_1190","GDSC2","Wilcoxon rank-sum test",5.11844485266728,0.0158761837167763,"spearman",-0.312431418848531,0.000512606826054952,0.00112440497806804
"6285","THYM","PRKCZ-AS1-MIR766-CALR","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.555705224347394,0.00112683580364537,"spearman",-0.511507743593305,2.3678847359798e-09,1.46743278364e-08
"6286","THYM","PRKCZ-AS1-MIR766-CALR","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.753745126399997,4.8838574046283e-07,"spearman",-0.613591221612612,9.2680137248107e-14,1.43115209929295e-12
"6287","THYM","PRKCZ-AS1-MIR766-CALR","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",0.711942652765266,0.00304798520376102,"spearman",-0.467983887769984,7.06137249177744e-08,3.29947316429955e-07
"6288","THYM","PRKCZ-AS1-MIR766-CALR","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.99572714800922,2.37867708333624e-08,"spearman",-0.658170706299048,3.12606354218264e-16,8.58892669642659e-15
"6289","THYM","PRKCZ-AS1-MIR766-CALR","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.361660781130179,0.000308044705627746,"spearman",-0.395076046947705,7.98459383719527e-06,2.47454559892576e-05
"6290","THYM","PRKCZ-AS1-MIR766-CALR","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.421170971114505,3.44350270268879e-06,"spearman",-0.426536565039239,1.18756900168819e-06,4.36035697811012e-06
"6291","THYM","PRKCZ-AS1-MIR766-CALR","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",1.88643326707796,0.000113213679919333,"spearman",-0.539551357733176,2.03508064951561e-10,1.55008443513548e-09
"6292","THYM","PRKCZ-AS1-MIR766-CALR","CDK9_5038_1709","GDSC2","Wilcoxon rank-sum test",0.686236965412698,0.00036916172797397,"spearman",-0.387617195638586,1.22019969479198e-05,3.64425757730302e-05
"6293","THYM","PRKCZ-AS1-MIR766-CALR","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",4.08366886680053,1.69263949775694e-07,"spearman",-0.660538926314327,2.24867020126669e-16,6.40312208456567e-15
"6294","THYM","PRKCZ-AS1-MIR766-CALR","Docetaxel_1819","GDSC2","Wilcoxon rank-sum test",5.23904961207592,0.00412578225811844,"spearman",-0.344898951316064,0.000114461166636585,0.000284575201716378
"6295","THYM","PRKCZ-AS1-MIR766-CALR","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.16213662544285,1.07077684222026e-07,"spearman",-0.511129322391119,2.44393510141307e-09,1.51042060424637e-08
"6296","THYM","PRKCZ-AS1-MIR766-CALR","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",1.16479790308888,0.000487157063775275,"spearman",-0.485103132161956,1.96478365340914e-08,1.01799402027998e-07
"6297","THYM","PRKCZ-AS1-MIR766-LIF","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.70901985909105,1.80928371924686e-06,"spearman",-0.512875894159317,2.11146505421117e-09,1.32029795026333e-08
"6298","THYM","PRKCZ-AS1-MIR766-LIF","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.414128416148334,0.00361000856289652,"spearman",-0.348482533509271,9.60045294404646e-05,0.000242450565244338
"6299","THYM","PRKCZ-AS1-MIR766-LIF","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",0.656848910493464,0.0116697893043386,"spearman",-0.30262223526373,0.000780850182602922,0.00165062280592931
"6300","THYM","PRKCZ-AS1-MIR766-LIF","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",0.816992955091506,0.000399813492151987,"spearman",-0.429252031391069,9.98218751140998e-07,3.71759000494085e-06
"6301","THYM","PRKCZ-AS1-MIR766-LIF","AZD8055_1059","GDSC2","Wilcoxon rank-sum test",3.41269269959766,0.000347630157823932,"spearman",-0.396340023612751,7.42331160941156e-06,2.31527360669737e-05
"6302","THYM","PRKCZ-AS1-MIR766-LIF","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.2555474712802,0.000162498917341066,"spearman",-0.431113271754983,8.85405140462738e-07,3.33266870282202e-06
"6303","THYM","PRKCZ-AS1-MIR766-LIF","Epirubicin_1511","GDSC2","Wilcoxon rank-sum test",3.09409973320079,0.024343136416194,"spearman",-0.314255007735399,0.00047326836335921,0.00104485393271917
"6304","THYM","PRKCZ-AS1-MIR766-LIF","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",1.83172125284736,0.000496807448963833,"spearman",-0.403798874921869,4.79884416028813e-06,1.56113893745985e-05
"6305","THYM","PRKCZ-AS1-MIR766-LIF","Dactinomycin_1811","GDSC2","Wilcoxon rank-sum test",0.731185148034578,0.00294515068921608,"spearman",-0.336963278113122,0.000167696109854232,0.000403573717184947
"6306","THYM","PRKCZ-AS1-MIR766-LIF","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",2.8294359160328,1.65851825910221e-05,"spearman",-0.458358219320786,1.40665640931617e-07,6.20678280939998e-07
"6307","THYM","PRKCZ-AS1-MIR766-LIF","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",0.567395506635123,0.0158754544423543,"spearman",-0.31031537132057,0.00056201433763963,0.00122279498113036
"6308","THYM","PRKCZ-AS1-MIR766-LIF","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",1.46169298423129,1.30661376921742e-05,"spearman",-0.445753177303979,3.36107493814915e-07,1.37587006411837e-06
"6309","THYM","PRKCZ-AS1-MIR766-NFAT5","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.928718868036676,6.33675705806882e-09,"spearman",-0.562462671018821,2.3022066187801e-11,2.12428851503748e-10
"6310","THYM","PRKCZ-AS1-MIR766-NFAT5","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.621430857561198,2.84176676703369e-05,"spearman",-0.454337106743524,1.86432965545033e-07,8.02793139233495e-07
"6311","THYM","PRKCZ-AS1-MIR766-NFAT5","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",1.04287858794483,0.000188153519174311,"spearman",-0.384791278546449,1.42906128183034e-05,4.20615506722589e-05
"6312","THYM","PRKCZ-AS1-MIR766-NFAT5","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.35683919671211,1.7038388742096e-08,"spearman",-0.565344815612195,1.72945410396574e-11,1.63702876952098e-10
"6313","THYM","PRKCZ-AS1-MIR766-NFAT5","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.76294454828196,1.54651889775923e-06,"spearman",-0.520654212098062,1.08984928070365e-09,7.18904070813593e-09
"6314","THYM","PRKCZ-AS1-MIR766-NFAT5","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.234359847163639,0.0090225688999875,"spearman",-0.361018126258768,5.10319755395804e-05,0.000135408093543856
"6315","THYM","PRKCZ-AS1-MIR766-NFAT5","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",4.97916243590131,1.81083977749483e-08,"spearman",-0.557892909229807,3.60323642122709e-11,3.20612238189679e-10
"6316","THYM","PRKCZ-AS1-MIR766-NFAT5","Eg5_9814_1712","GDSC2","Wilcoxon rank-sum test",0.800580331920445,0.00162263150038292,"spearman",-0.317202583512744,0.00041551853799626,0.000927733391561823
"6317","THYM","PRKCZ-AS1-MIR766-NFAT5","Dactinomycin_1811","GDSC2","Wilcoxon rank-sum test",1.20915811401601,6.41053140441941e-07,"spearman",-0.487413838080239,1.64425156347137e-08,8.64014169209817e-08
"6318","THYM","PRKCZ-AS1-MIR766-NFAT5","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.396195268088367,0.00494421385133566,"spearman",-0.309070074310716,0.000593100140096848,0.00128468586605847
"6319","THYM","PRKCZ-AS1-MIR766-NFAT5","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",0.911605010262845,8.54299445761172e-05,"spearman",-0.451069178906488,2.33772450138448e-07,9.87674312565375e-07
"6320","THYM","PRKCZ-AS1-MIR766-NFAT5","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",2.27472860676657,1.60634523965817e-09,"spearman",-0.581998749913188,3.13323315382065e-12,3.48691427329174e-11
"6321","THYM","PRKCZ-AS1-MIR766-NR1D2","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.194621983826172,0.0109916080152665,"spearman",-0.306278213764845,0.000668615814683305,0.00143312642128395
"6322","THYM","PRKCZ-AS1-MIR766-RARA","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.845101808143246,4.59118902545964e-08,"spearman",-0.569497881797347,1.13964535475767e-11,1.12240305198102e-10
"6323","THYM","PRKCZ-AS1-MIR766-RARA","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.489362861279813,0.00106590955850028,"spearman",-0.378442947426905,2.02728419319903e-05,5.79693560566309e-05
"6324","THYM","PRKCZ-AS1-MIR766-RARA","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",0.833707314382734,0.00156522639401241,"spearman",-0.335690561307821,0.000178119907550528,0.000426673346673738
"6325","THYM","PRKCZ-AS1-MIR766-RARA","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.05457091865961,5.98408157930379e-06,"spearman",-0.485075352455032,1.96897922086445e-08,1.01998792765599e-07
"6326","THYM","PRKCZ-AS1-MIR766-RARA","AZD8055_1059","GDSC2","Wilcoxon rank-sum test",4.99802149158105,1.73899061706386e-05,"spearman",-0.439593027293562,5.08025678312176e-07,2.00836058169397e-06
"6327","THYM","PRKCZ-AS1-MIR766-RARA","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.44757838050372,2.30566605879384e-05,"spearman",-0.469935412181401,6.12462507430709e-08,2.89441740963393e-07
"6328","THYM","PRKCZ-AS1-MIR766-RARA","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",2.4792168662447,1.30661376921742e-05,"spearman",-0.458108201958469,1.43166096264204e-07,6.30652157729836e-07
"6329","THYM","PRKCZ-AS1-MIR766-RARA","Dactinomycin_1811","GDSC2","Wilcoxon rank-sum test",0.867379314202176,0.000289803399547677,"spearman",-0.379362791966201,1.92799123721489e-05,5.53608545278064e-05
"6330","THYM","PRKCZ-AS1-MIR766-RARA","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",4.34283028857421,3.05459259584463e-07,"spearman",-0.525008681158414,7.47113728827406e-10,5.09291272447678e-09
"6331","THYM","PRKCZ-AS1-MIR766-RARA","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",0.727356441336962,0.00148257483454379,"spearman",-0.36614602505241,3.91054372850833e-05,0.00010597251457165
"6332","THYM","PRKCZ-AS1-MIR766-RARA","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",1.71319921925496,5.44793412134311e-07,"spearman",-0.504062782137648,4.37935174016805e-09,2.57825387416136e-08
"6333","THYM","PRKCZ-AS1-MIR766-RASGRP3","Camptothecin_1003","GDSC2","Wilcoxon rank-sum test",1.75597416497395,1.10398551018899e-05,"spearman",-0.406736578929092,4.02952537924931e-06,1.33211048324136e-05
"6334","THYM","PRKCZ-AS1-MIR766-RASGRP3","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.892486450642928,4.07549356565342e-09,"spearman",-0.557330370164595,3.80572897468263e-11,3.37070507061465e-10
"6335","THYM","PRKCZ-AS1-MIR766-RASGRP3","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.69123350235225,3.53207815765908e-06,"spearman",-0.437238697131745,5.93643408401425e-07,2.31603067173596e-06
"6336","THYM","PRKCZ-AS1-MIR766-RASGRP3","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",0.728387959068815,0.000284036696456818,"spearman",-0.367977581738144,3.55196379129168e-05,9.70135552077449e-05
"6337","THYM","PRKCZ-AS1-MIR766-RASGRP3","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.50563558407738,4.62573942322672e-09,"spearman",-0.552600875060768,6.00245746766788e-11,5.09338015354725e-10
"6338","THYM","PRKCZ-AS1-MIR766-RASGRP3","AZD8055_1059","GDSC2","Wilcoxon rank-sum test",5.5756239213331,2.46923942824375e-06,"spearman",-0.482727967219946,2.35626925057636e-08,1.20283636738427e-07
"6339","THYM","PRKCZ-AS1-MIR766-RASGRP3","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",2.02053383624597,1.59911520135078e-07,"spearman",-0.511806375442739,2.30948079795428e-09,1.43379582149082e-08
"6340","THYM","PRKCZ-AS1-MIR766-RASGRP3","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.289860818974839,0.00256688794352418,"spearman",-0.33713452323078,0.000166337640913365,0.000400587879697573
"6341","THYM","PRKCZ-AS1-MIR766-RASGRP3","Dactinomycin_1811","GDSC2","Wilcoxon rank-sum test",1.24114615098467,4.14011174812195e-07,"spearman",-0.456636860907443,1.58762999604792e-07,6.93383259992083e-07
"6342","THYM","PRKCZ-AS1-MIR766-RASGRP3","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",0.913453383348469,8.35847912116918e-05,"spearman",-0.415406732468748,2.38266547042353e-06,8.23651796111106e-06
"6343","THYM","PRKCZ-AS1-MIR766-RASGRP3","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",2.27819869103375,6.33675705806882e-09,"spearman",-0.547635252448087,9.61155142850509e-11,7.82563566418419e-10
"6344","THYM","PRKCZ-AS1-MIR766-VEGFC","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.269880438035299,0.00785043624466869,"spearman",-0.40434752413362,4.64535897863523e-06,1.51635238746201e-05
"6345","THYM","PRKCZ-AS1-MIR766-VEGFC","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.42262507141797,0.00153727409990415,"spearman",-0.452441141745954,2.12648095974562e-07,9.05887112452192e-07
"6346","THYM","PRKCZ-AS1-MIR766-VEGFC","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",0.539477756856642,0.0202048089840539,"spearman",-0.39870824362803,6.47049686095274e-06,2.04474155167065e-05
"6347","THYM","PRKCZ-AS1-MIR766-VEGFC","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.18051614622754,0.000196161473706543,"spearman",-0.522591846656018,9.219036209987e-10,6.17141241066139e-09
"6348","THYM","PRKCZ-AS1-MIR766-VEGFC","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.277617017443565,0.00130539404386838,"spearman",-0.409764566983818,3.35956389445978e-06,1.12935868775049e-05
"6349","THYM","PRKCZ-AS1-MIR766-VEGFC","Epirubicin_1511","GDSC2","Wilcoxon rank-sum test",3.53602878811694,0.0135306235900493,"spearman",-0.380992397028835,1.76321580352264e-05,5.09882947376652e-05
"6350","THYM","PRKCZ-AS1-MIR766-VEGFC","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",0.952190543134573,0.0139329553125102,"spearman",-0.419529133967637,1.84634356174594e-06,6.52428835781048e-06
"6351","THYM","PRKCZ-AS1-MIR766-VEGFC","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",1.89937799384934,0.000989410018560974,"spearman",-0.529877074796861,4.86726286480463e-10,3.44894489952526e-09
"6352","THYM","PRKCZ-AS1-MIR766-VEGFC","Docetaxel_1819","GDSC2","Wilcoxon rank-sum test",2.79195263011893,0.0245098412109787,"spearman",-0.364178067921383,4.33346825635943e-05,0.000116416115068252
"6353","THYM","PRKCZ-AS1-MIR766-VEGFC","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",0.609303430817378,0.00725955003486404,"spearman",-0.402419629286941,5.20614070593561e-06,1.6803255023155e-05
"6354","THYM","PRKCZ-AS1-MIR766-VEGFC","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",0.715656778098867,0.0177996148541097,"spearman",-0.40923675255226,3.46819901936181e-06,1.16275687447008e-05
"6355","THYM","PVT1-MIR186-PSMD4","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.39125164156841,0.00256688794352418,"spearman",-0.384971178554066,1.4148202592999e-05,4.16773197783977e-05
"6356","THYM","PVT1-MIR186-PSMD4","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.383879897733872,0.00670964188707592,"spearman",-0.343086325439267,0.000125007608387509,0.000308422922203436
"6357","THYM","PVT1-MIR186-PSMD4","Staurosporine_1034","GDSC2","Wilcoxon rank-sum test",1.46753426853408,4.21599640094929e-06,"spearman",-0.460831413347825,1.18076217729112e-07,5.28890321621743e-07
"6358","THYM","PVT1-MIR186-PSMD4","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.22963508658373,2.2453916179186e-07,"spearman",-0.529078408222793,5.22417441666867e-10,3.67862023165101e-09
"6359","THYM","PVT1-MIR186-PSMD4","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.03645062739699,0.00265715592902799,"spearman",-0.37664421140357,2.23549335550802e-05,6.33878888140962e-05
"6360","THYM","PVT1-MIR186-PSMD4","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",3.54492739129463,4.4982104172636e-07,"spearman",-0.550788249183971,7.13435685467156e-11,5.95840773459241e-10
"6361","THYM","PVT1-MIR186-PSMD4","Eg5_9814_1712","GDSC2","Wilcoxon rank-sum test",2.18750620493641,1.89580952337255e-07,"spearman",-0.451316063615529,2.29829058890844e-07,9.72616037478577e-07
"6362","THYM","PVT1-MIR186-PSMD4","Dactinomycin_1811","GDSC2","Wilcoxon rank-sum test",1.49291255301859,1.65830331889795e-09,"spearman",-0.59747894791539,5.85682711237693e-13,7.65131063588046e-12
"6363","THYM","PVT1-MIR186-PSMD4","MG.132_1862","GDSC2","Wilcoxon rank-sum test",0.660830755172005,4.11119088935837e-06,"spearman",-0.43659281894576,6.19431019603903e-07,2.40788747279135e-06
"6364","THYM","PVT1-MIR186-PSMD4","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.07129655301334,3.18987325022692e-06,"spearman",-0.490162442976214,1.32805336120847e-08,7.09677279522837e-08
"6365","THYM","PVT1-MIR186-PSMD4","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",1.85790028505687,1.7914421386693e-07,"spearman",-0.588124175289951,1.63082352481862e-12,1.93194922651241e-11
"6366","THYM","RASSF8-AS1-MIR342-CALR","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.388591647369483,0.00419475145495853,"spearman",-0.482575178831863,2.38385870569585e-08,1.21580631762956e-07
"6367","THYM","RASSF8-AS1-MIR342-CALR","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.808383474396413,5.48070392008699e-08,"spearman",-0.614688520036114,8.14319160846113e-14,1.27155618227104e-12
"6368","THYM","RASSF8-AS1-MIR342-CALR","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",0.740541585241398,0.00171233181053846,"spearman",-0.451149385373984,2.32484321555898e-07,9.82733160618057e-07
"6369","THYM","RASSF8-AS1-MIR342-CALR","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",2.11057184642781,4.48175823408796e-09,"spearman",-0.655760816723383,4.35789035350383e-16,1.15919596416679e-14
"6370","THYM","RASSF8-AS1-MIR342-CALR","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.403642973650895,7.32893668742828e-05,"spearman",-0.400513924578096,5.82291820290684e-06,1.85963223966407e-05
"6371","THYM","RASSF8-AS1-MIR342-CALR","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.45384094417302,8.17694660669383e-07,"spearman",-0.429884019723592,9.58463055164086e-07,3.58245425599461e-06
"6372","THYM","RASSF8-AS1-MIR342-CALR","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",2.0234269576336,4.19330147394724e-05,"spearman",-0.522619626362942,9.19687268340233e-10,6.15772378149247e-09
"6373","THYM","RASSF8-AS1-MIR342-CALR","CDK9_5038_1709","GDSC2","Wilcoxon rank-sum test",0.761468238091984,9.32129924400625e-05,"spearman",-0.393541218140149,8.72001366895056e-06,2.68323953884758e-05
"6374","THYM","RASSF8-AS1-MIR342-CALR","Vincristine_1818","GDSC2","Wilcoxon rank-sum test",4.46292389086447,5.98597632553607e-08,"spearman",-0.643412736995625,2.28266718665793e-15,5.0754279503743e-14
"6375","THYM","RASSF8-AS1-MIR342-CALR","Dactinomycin_1911","GDSC2","Wilcoxon rank-sum test",1.112245350531,3.22866582662024e-07,"spearman",-0.507142906762052,3.40175458843485e-09,2.04599145793189e-08
"6376","THYM","RASSF8-AS1-MIR342-CALR","Vinorelbine_2048","GDSC2","Wilcoxon rank-sum test",1.02034032294717,0.00119096783632605,"spearman",-0.453517605389263,1.97361523334264e-07,8.45996673088995e-07
"6377","THYM","RASSF8-AS1-MIR342-CANX","Vinblastine_1004","GDSC2","Wilcoxon rank-sum test",0.542137157520692,0.000900935596360015,"spearman",-0.399569414542676,6.15360176825041e-06,1.95483013527314e-05
"6378","THYM","RASSF8-AS1-MIR342-CANX","Docetaxel_1007","GDSC2","Wilcoxon rank-sum test",0.688940238062955,2.53362848378622e-06,"spearman",-0.552406417112299,6.11504124241369e-11,5.17912082118992e-10
"6379","THYM","RASSF8-AS1-MIR342-CANX","Dactolisib_1057","GDSC2","Wilcoxon rank-sum test",1.37172693736415,3.21252844920611e-08,"spearman",-0.620765330925759,3.94110558706645e-14,6.63841271362753e-13
"6380","THYM","RASSF8-AS1-MIR342-CANX","Paclitaxel_1080","GDSC2","Wilcoxon rank-sum test",1.58951470779782,3.27269932245457e-06,"spearman",-0.550600736162233,7.26257242161424e-11,6.05469195570366e-10
"6381","THYM","RASSF8-AS1-MIR342-CANX","Dinaciclib_1180","GDSC2","Wilcoxon rank-sum test",0.335172058326663,0.000819842544577148,"spearman",-0.414487117160914,2.52098069469718e-06,8.67715105039004e-06
"6382","THYM","RASSF8-AS1-MIR342-CANX","Bortezomib_1191","GDSC2","Wilcoxon rank-sum test",0.291239492316876,0.00132946329468945,"spearman",-0.431564691992499,8.59929759311288e-07,3.2447163407421e-06
"6383","THYM","RASSF8-AS1-MIR342-CANX","Luminespib_1559","GDSC2","Wilcoxon rank-sum test",3.79018398088654,5.24801993667837e-09,"spearman",-0.676685880963956,2.19286860904958e-17,8.03304376889065e-16
"6384","THYM","RASSF8-AS1-MIR342-CANX","CDK9_5576_1708","GDSC2","Wilcoxon rank-sum test",1.59874406498672,0.00660418804591782,"spearman",-0.305389263143274,0.000694452615884037,0.00148355573506746
"6385","THYM","RASSF8-AS1-MIR342-CANX","CDK9_5038_1709","GDSC2","Wilcoxon rank-sum test",0.475267613408008,0.00888503006250892,"spearman",-0.324626710188207,0.00029761886172457,0.000683739422716793
"6386","THYM","RASSF8-AS1-MIR342-CANX","Dactinomycin_1811","GDSC2","Wilcoxon rank-sum test",0.982520088267859,5.13501775717643e-05,"spearman",-0.410934977056471,3.13004895245779e-06,1.05825948030489e-05
